id,type,location,area,bedroom,bathroom,garage,condominium,price,latitude,longitude
2530975811,Apartamento,"Guanabara, Pouso Alegre - MG",75,2,3,1,,R$ 390.000,-22.223582,-45.934907
2510481911,Apartamento,Pouso Alegre - MG,65,3,2,,,R$ 270.000,-22.223582,-45.934907
2452687177,Chácara,"Limeira, Pouso Alegre - MG",1500,2,1,,,R$ 170.000,-22.223582,-45.934907
2472002748,Apartamento,"Medicina, Pouso Alegre - MG",137,3,1,3,,R$ 730.000,-22.2253,-45.930905
2472005905,Apartamento,"Medicina, Pouso Alegre - MG",120,3,2,2,R$ 450,R$ 720.000,-22.2253,-45.930905
2536455112,Cobertura,"Fatima III, Pouso Alegre - MG",120,3,1,2,,R$ 650.000,-22.224368,-45.930124
2531320820,Residencial,"Rua Vitória Régia, 199 - Residencial Alexandria, Várzea Paulista - SP",48-53,2,1,1-2,,,-23.207311,-46.758317
2510481909,Lote/Terreno,"Ribeirão das Mortes, Pouso Alegre - MG",311,,,,,R$ 124.228,-22.223582,-45.934907
2485172771,Lote/Terreno,"Chaves, Pouso Alegre - MG",3200,,,,,R$ 800.000,-22.223582,-45.934907
2536454334,Apartamento,"Fatima III, Pouso Alegre - MG",58,2,1,,,R$ 170.000,-22.224368,-45.930124
2483797605,Lote/Terreno,Pouso Alegre - MG,440,,,,R$ 280,R$ 242.000,-22.223582,-45.934907
2510480842,Lote/Terreno,"Belo Horizonte, Pouso Alegre - MG",250,,,,,R$ 85.000,-22.223582,-45.934907
2532786808,Lote/Terreno,"Rodovia MG-179, 0 - Cervo, Pouso Alegre - MG",3930,,,,,R$ 145.000,-21.934345,-45.924196
2499262828,Residencial,"Rua Celso Rodrigues Salgueiro - Jardim Novo Portugal, Guarulhos - SP",38-43,2,1,1,,R$ 157.690,-23.40239,-46.49705
2510481353,Lote/Terreno,"Ribeirão das Mortes, Pouso Alegre - MG",544,,,,,R$ 217.720,-22.223582,-45.934907
2510481357,Lote/Terreno,Pouso Alegre - MG,300,,,,,R$ 120.000,-22.223582,-45.934907
2495889721,Lote/Terreno,"Colina Verde, Pouso Alegre - MG",270,,,,,R$ 95.000,-22.223582,-45.934907
2471196901,Lote/Terreno,"Cervo, Pouso Alegre - MG",2120,,,,,R$ 65.000,-22.118818,-45.841263
2481230088,Casa,"Centro, Pouso Alegre - MG",80,3,1,,,R$ 380.000,-22.223582,-45.934907
2533119696,Lote/Terreno,"Jardim Floresta, Pouso Alegre - MG",345,,,,,R$ 172.500,-22.223582,-45.934907
2510481357,Lote/Terreno,Pouso Alegre - MG,300,,,,,R$ 120.000,-22.223582,-45.934907
2528357506,Morada,"Estrada Antiga Imperial, 360 - Vila São Paulo, Mogi das Cruzes - SP",41,2,1,1,,R$ 187.000,-23.671245,-46.643739
2495889721,Lote/Terreno,"Colina Verde, Pouso Alegre - MG",270,,,,,R$ 95.000,-22.223582,-45.934907
2471196901,Lote/Terreno,"Cervo, Pouso Alegre - MG",2120,,,,,R$ 65.000,-22.118818,-45.841263
2481230088,Casa,"Centro, Pouso Alegre - MG",80,3,1,,,R$ 380.000,-22.223582,-45.934907
2510480833,Lote/Terreno,"Jardim Canada, Pouso Alegre - MG",720,,,,,R$ 473.000,-22.223582,-45.934907
2438301903,Apartamento,"Centro, Pouso Alegre - MG",150,3,1,2,,R$ 850.000,-22.223582,-45.934907
2510482578,Lote/Terreno,Pouso Alegre - MG,302,,,,,R$ 120.736,-22.223582,-45.934907
2531323247,Vila,"Rua Arnaldo Roque Brisque, 251 - Vista Alegre, Vinhedo - SP",75,2-3,2,1-2,,,-23.035691,-46.973552
2510481787,Lote/Terreno,"Ribeirão das Mortes, Pouso Alegre - MG",595,,,,,R$ 357.186,-22.223582,-45.934907
2530976288,Apartamento,"Centro, Pouso Alegre - MG",96,3,2,1,,R$ 330.000,-22.223582,-45.934907
2536454138,Apartamento,"Residencial Santa Rita II, Pouso Alegre - MG",60,2,1,1,,R$ 230.000,-16.720832,-49.36194
2438302976,Apartamento,"Jardim Canada, Pouso Alegre - MG",65,2,1,2,,R$ 280.000,-22.223582,-45.934907
2438302381,Apartamento,"Santa Rita, Pouso Alegre - MG",70,2,1,1,,R$ 280.000,-22.223582,-45.934907
2510482577,Lote/Terreno,"Ribeirão das Mortes, Pouso Alegre - MG",300,,,,,R$ 120.000,-22.223582,-45.934907
2531344109,Vila,"Rua Arnaldo Roque Brisque, 71 - Vista Alegre, Vinhedo - SP",75-85,2-3,1-2,1-2,,,-23.035691,-46.973552
2530975314,Apartamento,"Centro, Pouso Alegre - MG",125,3,2,2,,R$ 1.050.000,-22.223582,-45.934907
2474900528,Galpão/Depósito/Armazém,"Cantagalo, Pouso Alegre - MG",17264,,1,10,,"R$ 206.990
                      /Mês",-22.5959,-45.6852
2535291070,Chácara,"Área Rural, sn - Area Rural de Pouso Alegre, Pouso Alegre - MG",250,3,6,10,R$ 100,R$ 805.600,,
2451756443,Casa,"Fatima II, Pouso Alegre - MG",270,4,2,6,,R$ 1.200.000,-25.557312,-54.603934
2476800281,Lote/Terreno,Pouso Alegre - MG,523000,,,,,R$ 49.000.000,-22.223582,-45.934907
2536454027,Apartamento,"Morumbi, Pouso Alegre - MG",79,2,1,1,,R$ 170.000,-22.223582,-45.934907
2446960463,Vila,"Rua Arnaldo Roque Brisque, 71 - Vida Nova, Vinhedo - SP",75-85,2-3,1-2,1-2,,"A partir de
                    R$ 375.000",-23.034059,-47.0022
2530973537,Apartamento,"Alberto de Barros Cobra, Pouso Alegre - MG",340,3,3,2,,R$ 1.400.000,-22.223582,-45.934907
2510481910,Lote/Terreno,"Jardim São Fernando, Pouso Alegre - MG",534,,,,,R$ 137.500,-22.223582,-45.934907
2536455194,Lote/Terreno,"Pousada do Sol, Pouso Alegre - MG",339,,,,,R$ 240.000,-27.294041,-49.576414
2536454348,Casa,"Parque Real, Pouso Alegre - MG",70,2,2,,,R$ 260.000,-22.223582,-45.934907
2438301908,Apartamento,"Jardim Guanabara, Pouso Alegre - MG",90,3,1,1,,R$ 350.000,-22.223582,-45.934907
2492212998,Apartamento,"Costa Rios, Pouso Alegre - MG",102,2,2,1,,R$ 250.000,40.27978,-8.47946
2531340223,Vila,"Rua Arnaldo Roque Brisque, 151 - Vista Alegre, Vinhedo - SP",75-85,2-3,2,1-2,,,-23.035691,-46.973552
2536454521,Apartamento,"Costa Rios, Pouso Alegre - MG",75,2,2,,,R$ 252.000,40.27978,-8.47946
2536455185,Apartamento,"Residencial Santa Branca, Pouso Alegre - MG",60,2,1,1,,R$ 185.000,-26.291654,-48.877347
2438302782,Apartamento,"Centro, Pouso Alegre - MG",100,4,2,2,,R$ 690.000,-22.223582,-45.934907
2485172772,Lote/Terreno,"Jardim Caicara, Pouso Alegre - MG",2100,,,,,R$ 525.000,-22.223582,-45.934907
2451758600,Casa,"Recanto dos Fernandes I, Pouso Alegre - MG",82,3,2,1,,R$ 350.000,-22.223582,-45.934907
2484125034,Lote/Terreno,"Jardim Caicara, Pouso Alegre - MG",950,,,,,R$ 180.000,-22.223582,-45.934907
2470015639,Apartamento,"Cidade Jardim, Pouso Alegre - MG",48,2,1,1,R$ 200,R$ 135.000,-22.223582,-45.934907
2516229275,Vila,"Rua Arnaldo Roque Brisque, 251 - Vista Alegre, Vinhedo - SP",75,2-3,2,1-2,,R$ 360.000,-23.035691,-46.973552
2438301986,Apartamento,"Jardim Califórnia, Pouso Alegre - MG",50,2,1,1,,R$ 150.000,-22.223582,-45.934907
2493515113,Apartamento,"Costa Rios, Pouso Alegre - MG",74,2,1,,,R$ 200.000,40.27978,-8.47946
2453417340,Apartamento,"Residencial Santa Rita, Pouso Alegre - MG",66,2,1,2,,R$ 280.000,-22.223582,-45.934907
2457686146,Apartamento,"Shangrila, Pouso Alegre - MG",75,2,1,1,,R$ 192.000,-22.223582,-45.934907
2451754242,Casa,"São Carlos, Pouso Alegre - MG",155,3,2,4,,R$ 460.000,-22.223582,-45.934907
2536453244,Apartamento,"Santa Rita, Pouso Alegre - MG",70,2,2,1,,R$ 340.000,-22.223582,-45.934907
2516312482,Vila,"Rua Arnaldo Roque Brisque, 151 - Vista Alegre, Vinhedo - SP",75-85,2-3,2,1-2,,"A partir de
                    R$ 457.000",-23.035691,-46.973552
2493227750,Lote/Terreno,Pouso Alegre - MG,11000,,,,,R$ 220.000,-22.223582,-45.934907
2483298131,Casa,"Fatima II, Pouso Alegre - MG",71,4,1,6,,R$ 555.000,-25.557312,-54.603934
2449659113,Apartamento,"Jardim Califórnia, Pouso Alegre - MG",59,2,1,,,R$ 140.000,-22.223582,-45.934907
2493637638,Apartamento,"Santa Rita, Pouso Alegre - MG",51,2,1,2,R$ 120,R$ 198.000,-22.223582,-45.934907
2530974928,Apartamento,"Residencial Santa Rita, Pouso Alegre - MG",90,2,2,2,,R$ 400.000,-22.223582,-45.934907
2510482579,Lote/Terreno,Pouso Alegre - MG,300,,,,,R$ 120.000,-22.223582,-45.934907
2526128685,Morada,"Estrada Antiga Imperial, 330 - Vila São Paulo, Mogi das Cruzes - SP",40-43,2,1,,,R$ 172.900,-23.671245,-46.643739
2492212997,Lote/Terreno,"Jardim Caicara, Pouso Alegre - MG",2100,,,,,R$ 550.000,-22.223582,-45.934907
2530973567,Casa,"Fatima, Pouso Alegre - MG",285,5,7,2,,R$ 1.400.000,-22.223582,-45.934907
2530976074,Casa,"Centro, Pouso Alegre - MG",172,3,2,2,,R$ 950.000,-22.223582,-45.934907
2530975414,Casa,"Jardim Altaville, Pouso Alegre - MG",500,4,5,6,,R$ 1.800.000,-22.223582,-45.934907
2536452444,Apartamento,"Nova Pouso Alegre, Pouso Alegre - MG",75,2,2,1,,R$ 416.000,-22.223582,-45.934907
2510481785,Apartamento,"Loteamento Paraty, Pouso Alegre - MG",33,1,1,,,R$ 95.000,-22.223582,-45.934907
2492540387,Morada,"Estrada Antiga Imperial, 330 - Vila São Paulo, Mogi das Cruzes - SP",40-43,2,1,1,,R$ 167.690,-23.671245,-46.643739
2510457414,Fazenda/Sítio/Chácara,"Limeira, Pouso Alegre - MG",600,3,1,,,R$ 850.000,-22.223582,-45.934907
2484234396,Chácara,"Afonsos, Pouso Alegre - MG",1000,3,2,4,,R$ 350.000,-22.223582,-45.934907
2493754599,Lote/Terreno,"Parque Real, Pouso Alegre - MG",200,,,,,R$ 130.000,-22.223582,-45.934907
2536455297,Casa,"Santa Rita, Pouso Alegre - MG",170,3,2,2,,R$ 850.000,-22.223582,-45.934907
2438301991,Apartamento,"Centro, Pouso Alegre - MG",120,3,1,1,,R$ 350.000,-22.223582,-45.934907
2536452299,Casa,"Morumbi, Pouso Alegre - MG",120,2,1,,,R$ 250.000,-22.223582,-45.934907
2528363129,LE,"Estrada Beija-Flor, 290 - Botujuru, Mogi das Cruzes - SP",43-46,2,1,1,,R$ 173.756,-23.4599,-46.1089
2510482188,Lote/Terreno,"Ribeirão das Mortes, Pouso Alegre - MG",300,,,,,R$ 120.000,-22.223582,-45.934907
2510480837,Casa,"Cidade Foch, Pouso Alegre - MG",175,3,3,1,,R$ 470.000,-22.223582,-45.934907
2536453700,Apartamento,"São João, Pouso Alegre - MG",55,2,1,1,,R$ 140.000,-22.223582,-45.934907
2510481786,Lote/Terreno,"Ribeirão das Mortes, Pouso Alegre - MG",573,,,,,R$ 229.200,-22.223582,-45.934907
2536454148,Casa,"Cidade Vergani, Pouso Alegre - MG",120,3,2,2,,R$ 330.000,-22.223582,-45.934907
2454573082,Lote/Terreno,"Pitangueiras, Pouso Alegre - MG",343,,,,,R$ 126.000,-22.223582,-45.934907
2457695318,Lote/Terreno,Pouso Alegre - MG,4130,,,,,R$ 220.000,-22.223582,-45.934907
2528628880,Portal,"Avenida Santa Elisa, rua 1 - Jardim Currupira, Jundiaí - SP",418-908,,,,,R$ 393.439,-23.178727,-46.879403
2500659208,Casa,"Setvillage Las Palmas, Pouso Alegre - MG",271,4,2,4,R$ 370,R$ 1.400.000,28.115784,-15.439151
2510418507,Lote/Terreno,"Rua Clemente Scodeler, 225 - Faisqueira, Pouso Alegre - MG",1569,,,,R$ 90,R$ 320.000,-22.211777,-45.90999
2510481359,Lote/Terreno,"Jardim São Fernando, Pouso Alegre - MG",534,,,,,R$ 137.500,-22.223582,-45.934907
2530975038,Apartamento,"Centro, Pouso Alegre - MG",86,3,2,2,,R$ 500.000,-22.223582,-45.934907
2536452618,Apartamento,"Costa Rios, Pouso Alegre - MG",60,2,2,,,R$ 210.000,40.27978,-8.47946
2438299698,Apartamento,"Saúde, Pouso Alegre - MG",65,2,1,1,,R$ 250.000,-22.223582,-45.934907
2512178260,La,"Avenida Wellman Galvão de França Rangel, 798 - Swiss Park, Campinas - SP",103-130,3-4,3-5,2,,,-22.904243,-47.109468
2530975599,Casa,"Fatima III, Pouso Alegre - MG",170,4,3,2,,R$ 1.200.000,-22.224368,-45.930124
2530973822,Casa,"Pousada do Sol, Pouso Alegre - MG",260,3,5,3,R$ 350,R$ 1.200.000,-27.294041,-49.576414
2536453827,Apartamento,"Residencial Santa Branca, Pouso Alegre - MG",60,2,1,1,,R$ 185.000,-26.291654,-48.877347
2484125033,Lote/Terreno,"Jardim Caicara, Pouso Alegre - MG",1000,,,,,R$ 180.000,-22.223582,-45.934907
2492585693,Apartamento,"Fatima III, Pouso Alegre - MG",60,2,1,2,,R$ 290.000,-22.224368,-45.930124
2510480030,Apartamento,"João Paulo II, Pouso Alegre - MG",124,3,1,2,,R$ 720.000,-22.223582,-45.934907
2512180173,Eco,"Avenida Wellman Galvão de França Rangel, 4200 - Swiss Park, Campinas - SP",66-102,2-3,2,2,,,-32.133728,115.914519
2510481785,Apartamento,"Loteamento Paraty, Pouso Alegre - MG",33,1,1,,,R$ 95.000,-22.223582,-45.934907
2530974067,Casa,"Jardim Altaville, Pouso Alegre - MG",330,4,5,2,,R$ 1.050.000,-22.223582,-45.934907
2528872051,Lote/Terreno,"Boa Vista, Pouso Alegre - MG",1200,,,,,R$ 75.000,-22.491917,-45.996184
2454571429,Casa,"Alto Ibira, Pouso Alegre - MG",380,3,2,4,,R$ 2.100.000,-22.223582,-45.934907
2510482184,Apartamento,"Belo Horizonte, Pouso Alegre - MG",48,1,1,1,R$ 250,R$ 120.000,-22.223582,-45.934907
2536452450,Lote/Terreno,"Pão de Açucar, Pouso Alegre - MG",1530,,,,R$ 100,R$ 315.000,-9.743095,-37.432672
2512178263,Noville,"Avenida Dermival Bernardes Siqueira, 2075 - Swiss Park, Campinas - SP",91-124,2-3,3-4,1-3,,,-20.275705,-40.294336
2453415915,Casa,"Pousada dos Campos III, Pouso Alegre - MG",190,4,3,3,,R$ 1.100.000,-22.744045,-45.600198
2536454032,Casa,"Colina Verde, Pouso Alegre - MG",100,2,1,1,,R$ 220.000,-22.223582,-45.934907
2460337579,Lote/Terreno,"Pão de Açucar, Pouso Alegre - MG",240,,,,,R$ 120.000,-9.743095,-37.432672
2454572503,Lote/Terreno,"Chaves, Pouso Alegre - MG",1000,,,,,R$ 55.000,-22.223582,-45.934907
2536454146,Apartamento,"Santa Rita, Pouso Alegre - MG",60,2,1,1,,R$ 250.000,-22.223582,-45.934907
2535050525,Fazenda/Sítio/Chácara,"Area Rural de Pouso Alegre, Pouso Alegre - MG",200,3,2,2,,R$ 1.500.000,,
2429909257,LA,"Rua José de Sousa Galvão - Vila Mimosa, Campinas - SP",130,3-4,3-4,2,,R$ 1.259.070,-22.904243,-47.109468
2495889719,Lote/Terreno,"Árvore Grande, Pouso Alegre - MG",6000,,,,,R$ 3.000.000,-21.511293,-44.903082
2491029563,Lote/Terreno,"Cervo, Pouso Alegre - MG",1680,,,,,R$ 75.000,-22.118818,-45.841263
2460336583,Lote/Terreno,"Pão de Açucar, Pouso Alegre - MG",259,,,,,R$ 145.000,-9.743095,-37.432672
2537264343,Casa,"Residencial Santa Rita II, Pouso Alegre - MG",270,3,3,4,,R$ 1.250.000,-16.720832,-49.36194
2536454355,Lote/Terreno,"Belo Horizonte, Pouso Alegre - MG",300,,,,,R$ 100.000,-22.223582,-45.934907
2451758290,Lote/Terreno,"Pão de Açucar, Pouso Alegre - MG",319,,,,,R$ 125.000,-9.743095,-37.432672
2533022595,Fazenda/Sítio/Chácara,"Área Rural - Area Rural de Pouso Alegre, Pouso Alegre - MG",100,1,1,,,R$ 10.000.000,,
2446971782,Residencial,"Avenida André Vidal de Negreiros, 330 - Jardim Carlos Gomes, Jundiaí - SP",69-83,2-3,2-3,1-2,,"A partir de
                    R$ 347.000",-23.17331,-46.876418
2495412635,Lote/Terreno,"Jardim Aureliano, Pouso Alegre - MG",498,,,,,R$ 400.000,-24.21451,-51.7227
2509651524,Lote/Terreno,"Boa Vista, Pouso Alegre - MG",200,,,,,R$ 200.000,-22.491917,-45.996184
2451755110,Casa,"Pousada dos Campos, Pouso Alegre - MG",225,4,2,,,R$ 1.180.000,-22.744045,-45.600198
2484234397,Lote/Terreno,"Portal do Ipiranga, Pouso Alegre - MG",1000,,,,,R$ 150.000,-22.986508,-45.547398
2491030172,Casa,"São Carlos, Pouso Alegre - MG",100,2,1,2,,R$ 320.000,-22.223582,-45.934907
2464468614,Lote/Terreno,Pouso Alegre - MG,73000,,,,,R$ 29.489.600,-22.223582,-45.934907
2531321273,Residencial,"Avenida André Vidal de Negreiros, 330 - Jardim Carlos Gomes, Jundiaí - SP",69-83,2-3,2-3,1-2,,,-23.17331,-46.876418
2530973549,Casa,"Residencial Serra Morena, Pouso Alegre - MG",170,3,2,2,,R$ 790.000,-30.000539,-51.208292
2438299694,Apartamento,"Faisqueira, Pouso Alegre - MG",53,2,1,1,,R$ 175.000,-22.223582,-45.934907
2454853470,Lote/Terreno,"Portal do Ipiranga, Pouso Alegre - MG",600,,,,,R$ 120.000,-22.986508,-45.547398
2457696205,Apartamento,Pouso Alegre - MG,75,2,1,1,,R$ 250.000,-22.223582,-45.934907
2536454152,Lote/Terreno,"Faisqueira, Pouso Alegre - MG",4000,,,,,R$ 500.000,-22.223582,-45.934907
2453583575,Lote/Terreno,"Santa Filomena, Pouso Alegre - MG",800,,,,,R$ 900.000,-22.223582,-45.934907
2446968818,Residencial,"Rua Lúcia B. Passarin, 430 - Vila Rica, Jundiaí - SP",77-90,2-3,2,1-2,,"A partir de
                    R$ 418.000",-23.178727,-46.879403
2454854613,Lote/Terreno,"Portal do Ipiranga, Pouso Alegre - MG",300,,,,,R$ 50.000,-22.986508,-45.547398
2537263295,Cobertura,"Santa Rita, Pouso Alegre - MG",100,2,1,1,,R$ 400.000,-22.223582,-45.934907
2536455302,Lote/Terreno,"Residencial Serra Morena, Pouso Alegre - MG",353,,,,,R$ 162.000,-30.000539,-51.208292
2510481138,Lote/Terreno,"Faisqueira, Pouso Alegre - MG",241,,,,,R$ 165.000,-22.223582,-45.934907
2510480029,Casa,Pouso Alegre - MG,180,3,1,2,R$ 262,R$ 900.000,-22.223582,-45.934907
2536454710,Lote/Terreno,"Parque Real, Pouso Alegre - MG",200,,,,,R$ 115.500,-22.223582,-45.934907
2531319016,Residencial,"Rua Lúcia B. Passarin, 430 - Vila Rica, Jundiaí - SP",77-90,2-3,2,1-2,,,-23.178727,-46.879403
2536455187,Lote/Terreno,"Parque Real, Pouso Alegre - MG",200,,,,,R$ 90.000,-22.223582,-45.934907
2438302104,Apartamento,"Medicina, Pouso Alegre - MG",79,2,1,1,,R$ 430.000,-22.2253,-45.930905
2536454144,Lote/Terreno,"Parque Real, Pouso Alegre - MG",200,,,,,R$ 105.000,-22.223582,-45.934907
2471840175,Lote/Terreno,"Fatima, Pouso Alegre - MG",40000,,,,,R$ 45.000.000,-22.223582,-45.934907
2451758006,Lote/Terreno,"Santa Dorotéia, Pouso Alegre - MG",802,,,,,R$ 1.200.000,-22.223582,-45.934907
2491029566,Lote/Terreno,"Ipiranga, Pouso Alegre - MG",1000,,,,,R$ 90.000,-22.223582,-45.934907
2449507803,MORADAS,"Estrada Municipal Ettore Palma, 986 - Vila Palmares, Franco da Rocha - SP",45-46,2,1,1,,R$ 142.000,-23.318032,-46.731959
2536454033,Lote/Terreno,"Pousada do Sol, Pouso Alegre - MG",462,,,,,R$ 250.000,-27.294041,-49.576414
2536455290,Lote/Terreno,"Santa Dorotéia, Pouso Alegre - MG",300,,,,,R$ 230.000,-22.223582,-45.934907
2536452447,Lote/Terreno,"Parque Real, Pouso Alegre - MG",200,,,,,R$ 85.000,-22.223582,-45.934907
2510482185,Lote/Terreno,"Boa Vista, Pouso Alegre - MG",200,,,,,R$ 184.000,-22.491917,-45.996184
2510481905,Apartamento,Pouso Alegre - MG,73,2,1,1,,R$ 140.000,-22.223582,-45.934907
2484234401,Lote/Terreno,"Sao Pedro II, Pouso Alegre - MG",300,,,,,R$ 110.000,-22.223582,-45.934907
2471837222,Lote/Terreno,"São João, Pouso Alegre - MG",30000,,,,,R$ 21.000.000,-22.223582,-45.934907
2521386486,Terreno,"Rua Valdomiro Teixeira do Nascimento, 417 - Jardim Ibirapuera, Campinas - SP",897,,,,,R$ 2.691.870,-22.904243,-47.109468
2489072449,Lote/Terreno,"Colina Verde, Pouso Alegre - MG",210,,,,,R$ 120.000,-22.223582,-45.934907
2451755229,Casa,"São João, Pouso Alegre - MG",60,2,1,1,,R$ 135.000,-22.223582,-45.934907
2536452613,Lote/Terreno,"Parque Real, Pouso Alegre - MG",200,,,,,R$ 95.000,-22.223582,-45.934907
2457694707,Casa,"Shangrila, Pouso Alegre - MG",75,2,1,2,,R$ 230.000,-22.223582,-45.934907
2536454149,Lote/Terreno,"Parque Real, Pouso Alegre - MG",220,,,,,R$ 140.000,-22.223582,-45.934907
2491030620,Lote/Terreno,"Cervo, Pouso Alegre - MG",1000,,,,,R$ 105.000,-22.118818,-45.841263
2516114895,Residencial,"Rua Professora Maria Eugênia Pestana, 341 - Vila Santa Maria, Jundiaí - SP",61-71,2-3,1,1,,"A partir de
                    R$ 324.000",-23.178727,-46.879403
2454573186,Lote/Terreno,"Portal Vila Verde, Pouso Alegre - MG",200,,,,,R$ 90.000,-22.223582,-45.934907
2451758597,Casa,"Paraíso, Pouso Alegre - MG",220,3,2,2,,R$ 550.000,-22.31667,-45.7
2451758593,Casa,"Morumbi, Pouso Alegre - MG",50,2,1,1,,R$ 160.000,-22.223582,-45.934907
2536454342,Lote/Terreno,"Cidade Vergani, Pouso Alegre - MG",300,,,,,R$ 160.000,-22.223582,-45.934907
2451754239,Casa,"Cidade Foch, Pouso Alegre - MG",180,3,2,1,,R$ 430.000,-22.223582,-45.934907
2480682590,Casa,"São Carlos, Pouso Alegre - MG",76,2,1,1,,R$ 254.900,-22.223582,-45.934907
2531313437,Conquista,"Rua Professora Maria Eugênia Pestana, 341 - Vila Santa Maria, Jundiaí - SP",61-71,2-3,1,1,,,-23.178727,-46.879403
2523429253,Fazenda/Sítio/Chácara,"Rua Adolfo Olinto - Centro, Pouso Alegre - MG",26000,1,1,,,R$ 15.000.000,-22.223582,-45.934907
2536452226,Lote/Terreno,"Parque Real, Pouso Alegre - MG",200,,,,,R$ 95.000,-22.223582,-45.934907
2536454516,Lote/Terreno,"São Joaquim, Pouso Alegre - MG",400,,,,,R$ 275.000,-22.223582,-45.934907
2492704812,Casa,"Parque Real, Pouso Alegre - MG",60,2,1,1,,R$ 170.000,-22.223582,-45.934907
2536452294,Lote/Terreno,"Altaville, Pouso Alegre - MG",400,,,,,R$ 400.000,-22.223582,-45.934907
2492703653,Lote/Terreno,"Jardim Fernandao, Pouso Alegre - MG",1200,,,,,R$ 126.000,-22.239664,-45.881507
2529508208,Maxx,"Rua João Tonini, 400 - Vila Galvao, Jundiaí - SP",71,2,2,1-2,,R$ 359.576,-23.4717,-46.57923
2488785173,Casa,Pouso Alegre - MG,368,4,6,4,,R$ 2.300.000,-22.223582,-45.934907
2489316479,Casa,"Jardim Canada, Pouso Alegre - MG",122,3,3,,,R$ 300.000,-22.223582,-45.934907
2495411723,Apartamento,"Santa Edwirges, Pouso Alegre - MG",58,2,2,1,,R$ 235.000,-21.977164,-44.604172
2451758208,Lote/Terreno,"Reserva de Santa Barbara, Pouso Alegre - MG",300,,,,,R$ 170.000,-26.846425,-48.637277
2451757423,Casa,"Jardim Altaville, Pouso Alegre - MG",320,4,3,,,R$ 1.000.000,-22.223582,-45.934907
2489072922,Casa,"Jardim Aeroporto, Pouso Alegre - MG",200,3,2,4,,R$ 700.000,-22.223582,-45.934907
2529509685,Maxx,"Rua João Tonini, 400 - Vila Galvao, Jundiaí - SP",98,3,2,1-2,,R$ 495.661,-23.4717,-46.57923
2455806296,Casa,"Foch II, Pouso Alegre - MG",90,3,1,,,R$ 270.000,48.889615,2.504395
2464064800,Lote/Terreno,"Pão de Açucar, Pouso Alegre - MG",280,,,,,R$ 100.000,-9.743095,-37.432672
2510480023,Apartamento,"Jardim Guanabara, Pouso Alegre - MG",95,3,1,2,,R$ 450.000,-22.223582,-45.934907
2451758198,Lote/Terreno,"Parque Real, Pouso Alegre - MG",230,,,,,R$ 130.000,-22.223582,-45.934907
2438299304,Apartamento,"Medicina, Pouso Alegre - MG",100,3,1,2,,R$ 585.000,-22.2253,-45.930905
2510481913,Apartamento,"Belo Horizonte, Pouso Alegre - MG",50,2,1,1,,R$ 125.000,-22.223582,-45.934907
2490065781,Galpão/Depósito/Armazém,Pouso Alegre - MG,6785,,,,,R$ 4.600.000,-22.223582,-45.934907
2529507254,Maxx,"Rua João Tonini, 400 - Vila Galvao, Jundiaí - SP",82,3,2,1-2,,R$ 419.320,-23.4717,-46.57923
2481989398,Casa,"Morumbi, Pouso Alegre - MG",119,3,1,2,,R$ 315.000,-22.223582,-45.934907
2457695395,Casa,"Santo Expedito III, Pouso Alegre - MG",60,2,1,1,,R$ 140.000,-17.223984,-46.86752
2451754236,Casa,"Centro, Pouso Alegre - MG",200,4,2,3,,R$ 1.290.000,-22.223582,-45.934907
2489930773,Casa,"Jardim Canada, Pouso Alegre - MG",498,4,6,3,,R$ 1.400.000,-22.223582,-45.934907
2451758213,Casa,"Jardim Olimpico, Pouso Alegre - MG",150,3,2,6,,R$ 450.000,-22.223582,-45.934907
2487599298,Casa,"Cidade Vergani, Pouso Alegre - MG",50,1,1,1,,R$ 210.000,-22.223582,-45.934907
2528627537,Maxx,"Rua João Tonini, 400 - Vila Galvao, Jundiaí - SP",51,2,1,1,,"A partir de
                    R$ 240.252",-23.4717,-46.57923
2451758005,Lote/Terreno,"Centro, Pouso Alegre - MG",5700,,,,,R$ 7.500.000,-22.223582,-45.934907
2438302973,Lote/Terreno,"Jardim Jatobá, Pouso Alegre - MG",27000,,,,,R$ 7.000.000,-1.31439,-48.43849
2492132963,Casa,"Costa Rios, Pouso Alegre - MG",200,3,1,2,,R$ 240.000,40.27978,-8.47946
2451754233,Casa,"São Carlos, Pouso Alegre - MG",160,3,3,4,,R$ 600.000,-22.223582,-45.934907
2510481636,Apartamento,"Cidade Jardim, Pouso Alegre - MG",48,2,1,1,,R$ 115.000,-22.223582,-45.934907
2451758211,Casa,"Belo Horizonte, Pouso Alegre - MG",120,3,2,1,,R$ 250.000,-22.223582,-45.934907
2529086461,Myriad,"Avenida Valter Tozetto Junior, 971 - Bosque dos Jacarandas, Jundiaí - SP",77,3,1,1,,R$ 390.991,-25.071053,-50.099715
2451757900,Casa,"São Carlos, Pouso Alegre - MG",70,2,1,1,,R$ 250.000,-22.223582,-45.934907
2492586879,Casa,"Jardim Aeroporto, Pouso Alegre - MG",70,2,1,2,,R$ 180.000,-22.223582,-45.934907
2530971855,Apartamento,"Centro, Pouso Alegre - MG",100,3,2,1,,R$ 550.000,-22.223582,-45.934907
2458083834,Apartamento,"Pão de Açucar, Pouso Alegre - MG",50,2,1,1,,R$ 165.000,-9.743095,-37.432672
