type,area,bedroom,bathroom,garage,latitude,longitude,bathroom_per_bedroom,price
Apartamento,90.0,2.0,1.0,2.0,-21.788288,-46.551419,0.5,280000.0
Casa,142.0,3.0,1.0,2.0,-22.118814999999998,-46.683995,0.3333333333333333,320000.0
Apartamento,70.0,2.0,1.0,1.0,-21.787361999999998,-46.587752,0.5,400000.0
Casa,80.0,3.0,1.0,2.0,-23.519116,-46.406946999999995,0.3333333333333333,320000.0
Apartamento,97.0,3.0,2.0,1.0,-21.808695999999998,-46.576769,0.6666666666666666,420000.0
Casa,172.0,2.0,2.0,3.0,-21.777785,-46.619565,1.0,500000.0
Apartamento,65.0,2.0,2.0,1.0,-21.808695999999998,-46.576769,1.0,420000.0
Casa,84.0,2.0,1.0,3.0,-21.808695999999998,-46.576769,0.5,200000.0
Apartamento,42.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,180000.0
Apartamento,83.0,3.0,2.0,2.0,-23.519116,-46.406946999999995,0.6666666666666666,450000.0
Apartamento,59.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,220000.0
Apartamento,115.0,3.0,2.0,3.0,-21.808695999999998,-46.576769,0.6666666666666666,890000.0
Apartamento,45.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,220000.0
Casa,72.0,2.0,1.0,1.0,-23.471970000000002,-50.24535,0.5,260000.0
Casa,65.0,2.0,3.0,1.0,-21.808695999999998,-46.576769,1.5,380000.0
Apartamento,145.0,3.0,3.0,2.0,-21.808695999999998,-46.576769,1.0,1000000.0
Apartamento,70.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,323000.0
Apartamento,50.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,130000.0
Casa,400.0,3.0,2.0,4.0,-22.885289,-43.328431,0.6666666666666666,1100000.0
Apartamento,67.0,2.0,2.0,1.0,-21.808695999999998,-46.576769,1.0,310000.0
Apartamento,141.0,3.0,3.0,2.0,-21.808695999999998,-46.576769,1.0,750000.0
Casa,297.0,4.0,4.0,4.0,-21.808695999999998,-46.576769,1.0,1500000.0
Apartamento,49.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,181600.0
Casa,300.0,3.0,2.0,4.0,-21.791,-46.588941,0.6666666666666666,880000.0
Casa,700.0,4.0,6.0,4.0,-21.808695999999998,-46.576769,1.5,2300000.0
Apartamento,95.0,2.0,2.0,1.0,-21.808695999999998,-46.576769,1.0,260000.0
Casa,210.0,3.0,3.0,2.0,-21.808695999999998,-46.576769,1.0,1000000.0
Apartamento,120.0,3.0,1.0,2.0,-23.519116,-46.406946999999995,0.3333333333333333,255000.0
Casa,167.0,3.0,3.0,2.0,-21.791,-46.588941,1.0,950000.0
Apartamento,70.0,2.0,1.0,2.0,-21.808695999999998,-46.576769,0.5,320000.0
Apartamento,50.0,2.0,2.0,1.0,-21.808695999999998,-46.576769,1.0,240000.0
Casa,129.0,3.0,3.0,2.0,-21.792734,-46.565307000000004,1.0,450000.0
Casa,70.0,2.0,2.0,2.0,-22.118814999999998,-46.683995,1.0,300000.0
Casa,90.0,2.0,2.0,,-21.808695999999998,-46.576769,1.0,315000.0
Apartamento,70.0,3.0,2.0,1.0,-21.788288,-46.551419,0.6666666666666666,280000.0
Casa,50.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,190000.0
Casa,397.0,3.0,4.0,4.0,-22.885289,-43.328431,1.3333333333333333,1150000.0
Apartamento,136.0,3.0,2.0,2.0,-21.777785,-46.619565,0.6666666666666666,680000.0
Casa,162.0,3.0,2.0,2.0,-21.808981,-46.497926,0.6666666666666666,450000.0
Apartamento,90.0,3.0,1.0,1.0,-21.795123,-46.561417999999996,0.3333333333333333,350000.0
Casa,80.0,2.0,2.0,2.0,-22.118814999999998,-46.683995,1.0,370000.0
Apartamento,65.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,270000.0
Apartamento,70.0,2.0,1.0,1.0,-28.453917999999998,-48.945153000000005,0.5,210000.0
Casa,61.0,3.0,1.0,5.0,-21.808695999999998,-46.576769,0.3333333333333333,450000.0
Casa,100.0,3.0,2.0,3.0,-22.118814999999998,-46.683995,0.6666666666666666,480000.0
Casa,90.0,2.0,2.0,3.0,-22.118814999999998,-46.683995,1.0,315000.0
Casa,78.0,3.0,2.0,2.0,-19.664278,-43.862644,0.6666666666666666,380000.0
Apartamento,150.0,3.0,2.0,1.0,-21.808695999999998,-46.576769,0.6666666666666666,690000.0
Casa,280.0,3.0,1.0,2.0,-22.118814999999998,-46.683995,0.3333333333333333,700000.0
Apartamento,60.0,2.0,1.0,1.0,-19.664278,-43.862644,0.5,245000.0
Apartamento,115.0,3.0,2.0,2.0,-22.118814999999998,-46.683995,0.6666666666666666,650000.0
Apartamento,107.0,3.0,2.0,1.0,-21.808695999999998,-46.576769,0.6666666666666666,500000.0
Casa,200.0,3.0,2.0,,-21.808695999999998,-46.576769,0.6666666666666666,550000.0
Apartamento,70.0,4.0,2.0,1.0,-23.519116,-46.406946999999995,0.5,320000.0
Casa,441.0,4.0,3.0,6.0,-21.808695999999998,-46.576769,0.75,650000.0
Casa,180.0,3.0,4.0,2.0,-21.808695999999998,-46.576769,1.3333333333333333,700000.0
Apartamento,75.0,3.0,1.0,1.0,-19.664278,-43.862644,0.3333333333333333,340000.0
Casa,110.0,3.0,1.0,2.0,-19.86055,-43.882504,0.3333333333333333,410000.0
Apartamento,54.0,2.0,1.0,,-21.808695999999998,-46.576769,0.5,180000.0
Apartamento,97.0,3.0,2.0,2.0,-21.808695999999998,-46.576769,0.6666666666666666,700000.0
Casa,120.0,2.0,2.0,2.0,-23.01291,-49.880990999999995,1.0,320000.0
Casa,300.0,3.0,3.0,3.0,-21.808695999999998,-46.576769,1.0,750000.0
Apartamento,79.0,2.0,1.0,1.0,-28.453917999999998,-48.945153000000005,0.5,204000.0
Apartamento,112.0,3.0,1.0,2.0,-23.519116,-46.406946999999995,0.3333333333333333,450000.0
Apartamento,90.0,3.0,2.0,2.0,-21.808695999999998,-46.576769,0.6666666666666666,520000.0
Apartamento,102.0,2.0,1.0,,-23.519116,-46.406946999999995,0.5,450000.0
Apartamento,117.0,2.0,2.0,3.0,-21.808695999999998,-46.576769,1.0,970000.0
Apartamento,66.0,3.0,2.0,2.0,-21.808695999999998,-46.576769,0.6666666666666666,270000.0
Casa,186.0,3.0,1.0,4.0,-28.453917999999998,-48.945153000000005,0.3333333333333333,530000.0
Apartamento,109.0,3.0,5.0,2.0,-21.808695999999998,-46.576769,1.6666666666666667,482136.0
Casa,76.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,200000.0
Apartamento,85.0,2.0,1.0,2.0,-28.453917999999998,-48.945153000000005,0.5,350000.0
Casa,110.0,2.0,1.0,1.0,-21.786054999999998,-46.568707,0.5,300000.0
Apartamento,87.0,3.0,2.0,1.0,-21.808695999999998,-46.576769,0.6666666666666666,299000.0
Apartamento,115.0,3.0,4.0,2.0,-22.118814999999998,-46.683995,1.3333333333333333,630000.0
Apartamento,79.0,2.0,1.0,1.0,-28.453917999999998,-48.945153000000005,0.5,300000.0
Casa,240.0,3.0,5.0,2.0,-21.808695999999998,-46.576769,1.6666666666666667,650000.0
Casa,300.0,3.0,3.0,7.0,-21.808695999999998,-46.576769,1.0,550000.0
Apartamento,94.0,3.0,1.0,1.0,-22.118814999999998,-46.683995,0.3333333333333333,250000.0
Apartamento,88.0,2.0,2.0,1.0,-21.808695999999998,-46.576769,1.0,356700.0
Apartamento,68.0,2.0,1.0,,-28.453917999999998,-48.945153000000005,0.5,280000.0
Casa,90.0,2.0,1.0,,-22.131971,-46.312564,0.5,220000.0
Apartamento,82.0,2.0,1.0,1.0,-28.453917999999998,-48.945153000000005,0.5,197000.0
Casa,138.0,3.0,2.0,2.0,-21.808695999999998,-46.576769,0.6666666666666666,600000.0
Apartamento,82.0,2.0,2.0,1.0,-23.519116,-46.406946999999995,1.0,320000.0
Apartamento,122.0,3.0,1.0,2.0,-23.519116,-46.406946999999995,0.3333333333333333,425000.0
Casa,140.0,2.0,1.0,1.0,-21.777785,-46.619565,0.5,480000.0
Apartamento,49.0,2.0,1.0,1.0,-22.118814999999998,-46.683995,0.5,208000.0
Casa,128.0,2.0,2.0,1.0,-21.808695999999998,-46.576769,1.0,380000.0
Apartamento,109.0,3.0,3.0,2.0,-22.118814999999998,-46.683995,1.0,650000.0
Apartamento,114.0,3.0,1.0,1.0,-22.885289,-43.328431,0.3333333333333333,360000.0
Apartamento,83.0,3.0,1.0,1.0,-21.787361999999998,-46.587752,0.3333333333333333,380000.0
Casa,395.0,3.0,2.0,2.0,-21.808695999999998,-46.576769,0.6666666666666666,1300000.0
Apartamento,69.0,2.0,2.0,1.0,-21.808695999999998,-46.576769,1.0,320000.0
Apartamento,327.0,2.0,1.0,,-21.808695999999998,-46.576769,0.5,300000.0
Casa,223.0,3.0,3.0,2.0,-21.792984,-46.597526,1.0,780000.0
Casa,217.0,3.0,2.0,4.0,-22.925189000000003,-47.110363,0.6666666666666666,550000.0
Casa,55.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,245000.0
Casa,300.0,2.0,2.0,2.0,-21.808695999999998,-46.576769,1.0,350000.0
Apartamento,73.0,2.0,2.0,1.0,-21.787361999999998,-46.587752,1.0,295000.0
Casa,257.0,4.0,1.0,4.0,-21.808695999999998,-46.576769,0.25,650000.0
Casa,120.0,3.0,2.0,1.0,-21.808695999999998,-46.576769,0.6666666666666666,460000.0
Casa,360.0,3.0,1.0,1.0,-21.786054999999998,-46.568707,0.3333333333333333,350000.0
Casa,170.0,1.0,1.0,,-21.795123,-46.561417999999996,1.0,370000.0
Casa,100.0,2.0,2.0,2.0,-21.808695999999998,-46.576769,1.0,340000.0
Apartamento,76.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,644000.0
Apartamento,68.0,2.0,2.0,1.0,-21.808695999999998,-46.576769,1.0,260000.0
Apartamento,90.0,3.0,2.0,1.0,-21.808695999999998,-46.576769,0.6666666666666666,250000.0
Casa,311.0,3.0,3.0,3.0,-21.808695999999998,-46.576769,1.0,1700000.0
Apartamento,69.0,2.0,2.0,1.0,-22.118814999999998,-46.683995,1.0,240000.0
Apartamento,150.0,3.0,3.0,2.0,-21.808695999999998,-46.576769,1.0,750000.0
Apartamento,59.0,2.0,1.0,1.0,-22.955348,-43.285011,0.5,237337.0
Casa,245.0,3.0,5.0,5.0,-21.808695999999998,-46.576769,1.6666666666666667,650000.0
Casa,119.0,2.0,1.0,5.0,-16.652012,-46.268840999999995,0.5,500000.0
Apartamento,80.0,2.0,1.0,1.0,-21.777785,-46.619565,0.5,230000.0
Casa,230.0,3.0,3.0,2.0,-21.808695999999998,-46.576769,1.0,1000000.0
Casa,160.0,3.0,2.0,2.0,-23.519116,-46.406946999999995,0.6666666666666666,690000.0
Apartamento,90.0,3.0,3.0,4.0,-21.795123,-46.561417999999996,1.0,495000.0
Apartamento,59.0,2.0,1.0,2.0,-21.808695999999998,-46.576769,0.5,220000.0
Casa,400.0,4.0,5.0,3.0,-21.808695999999998,-46.576769,1.25,2500000.0
Casa,150.0,3.0,2.0,2.0,-21.808695999999998,-46.576769,0.6666666666666666,350000.0
Apartamento,77.0,2.0,2.0,1.0,-22.885289,-43.328431,1.0,300000.0
Apartamento,69.0,3.0,1.0,1.0,-21.787361999999998,-46.587752,0.3333333333333333,160000.0
Casa,53.0,2.0,1.0,,-21.808695999999998,-46.576769,0.5,300000.0
Apartamento,109.0,3.0,2.0,1.0,-21.808695999999998,-46.576769,0.6666666666666666,350000.0
Casa,130.0,3.0,1.0,4.0,-22.118814999999998,-46.683995,0.3333333333333333,390000.0
Apartamento,93.0,2.0,1.0,,-21.808695999999998,-46.576769,0.5,400000.0
Casa,375.0,3.0,2.0,2.0,-22.885289,-43.328431,0.6666666666666666,1700000.0
Apartamento,54.0,2.0,2.0,1.0,-21.808695999999998,-46.576769,1.0,189000.0
Casa,300.0,3.0,2.0,5.0,-22.118814999999998,-46.683995,0.6666666666666666,420000.0
Casa,307.0,4.0,5.0,6.0,-21.788288,-46.551419,1.25,1000000.0
Apartamento,66.0,2.0,1.0,2.0,-21.808695999999998,-46.576769,0.5,220000.0
Apartamento,120.0,3.0,1.0,2.0,-23.014179000000002,-45.574445000000004,0.3333333333333333,420000.0
Casa,100.0,3.0,1.0,2.0,-21.808695999999998,-46.576769,0.3333333333333333,380000.0
Apartamento,70.0,2.0,1.0,2.0,-21.808695999999998,-46.576769,0.5,220000.0
Apartamento,65.0,2.0,1.0,2.0,-21.808695999999998,-46.576769,0.5,340000.0
Casa,140.0,3.0,2.0,5.0,-21.808695999999998,-46.576769,0.6666666666666666,750000.0
Apartamento,100.0,3.0,2.0,2.0,-21.795123,-46.561417999999996,0.6666666666666666,750000.0
Casa,232.0,3.0,2.0,2.0,-21.808695999999998,-46.576769,0.6666666666666666,420000.0
Casa,99.0,3.0,1.0,2.0,-22.131971,-46.312564,0.3333333333333333,300000.0
Casa,70.0,2.0,1.0,4.0,-21.808695999999998,-46.576769,0.5,300000.0
Casa,123.0,3.0,3.0,2.0,-21.808695999999998,-46.576769,1.0,380000.0
Apartamento,85.0,2.0,1.0,2.0,-28.453917999999998,-48.945153000000005,0.5,350000.0
Casa,345.0,5.0,5.0,3.0,-23.014179000000002,-45.574445000000004,1.0,899000.0
Apartamento,80.0,2.0,1.0,1.0,-21.788288,-46.551419,0.5,280000.0
Apartamento,66.0,2.0,1.0,2.0,-22.118814999999998,-46.683995,0.5,240000.0
Casa,120.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,350000.0
Casa,70.0,2.0,1.0,1.0,-22.118814999999998,-46.683995,0.5,299000.0
Apartamento,129.0,3.0,3.0,1.0,-21.808695999999998,-46.576769,1.0,770000.0
Apartamento,40.0,1.0,2.0,1.0,-19.664278,-43.862644,2.0,182500.0
Apartamento,115.0,3.0,2.0,,-21.808695999999998,-46.576769,0.6666666666666666,690000.0
Casa,120.0,3.0,1.0,2.0,-22.118814999999998,-46.683995,0.3333333333333333,480000.0
Casa,108.0,2.0,1.0,3.0,-23.01291,-49.880990999999995,0.5,370000.0
Casa,90.0,3.0,2.0,3.0,38.763782,-9.096756,0.6666666666666666,360000.0
Apartamento,70.0,2.0,2.0,1.0,-21.808695999999998,-46.576769,1.0,370000.0
Apartamento,140.0,2.0,4.0,,-19.664278,-43.862644,2.0,340000.0
Apartamento,70.0,2.0,1.0,1.0,-22.748914000000003,-43.466145000000004,0.5,180000.0
Casa,68.0,2.0,1.0,1.0,-23.615588,-46.693335999999995,0.5,328900.0
Casa,120.0,2.0,2.0,2.0,-22.118814999999998,-46.683995,1.0,370000.0
Apartamento,100.0,3.0,1.0,1.0,-21.787361999999998,-46.587752,0.3333333333333333,175000.0
Casa,100.0,3.0,1.0,2.0,-22.131971,-46.312564,0.3333333333333333,300000.0
Casa,1000.0,4.0,7.0,6.0,-21.808695999999998,-46.576769,1.75,2000000.0
Casa,140.0,3.0,1.0,2.0,-22.118814999999998,-46.683995,0.3333333333333333,600000.0
Casa,185.0,3.0,3.0,4.0,-22.118814999999998,-46.683995,1.0,579999.0
Apartamento,147.0,3.0,1.0,2.0,-21.808695999999998,-46.576769,0.3333333333333333,883000.0
Apartamento,70.0,2.0,1.0,2.0,-23.519116,-46.406946999999995,0.5,350000.0
Casa,65.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,155000.0
Casa,63.0,2.0,2.0,1.0,-21.808695999999998,-46.576769,1.0,170000.0
Apartamento,88.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,280000.0
Casa,130.0,2.0,3.0,2.0,-21.78902,-46.592162,1.5,800000.0
Apartamento,86.0,2.0,2.0,2.0,-22.118814999999998,-46.683995,1.0,450000.0
Apartamento,97.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,300000.0
Apartamento,90.0,2.0,1.0,,-21.808695999999998,-46.576769,0.5,330000.0
Casa,120.0,3.0,2.0,2.0,-21.808695999999998,-46.576769,0.6666666666666666,380000.0
Casa,427.0,4.0,1.0,5.0,-31.751756,-52.377656,0.25,850000.0
Casa,140.0,3.0,1.0,2.0,-22.118814999999998,-46.683995,0.3333333333333333,750000.0
Apartamento,62.0,2.0,1.0,1.0,-22.118814999999998,-46.683995,0.5,280000.0
Apartamento,70.0,2.0,2.0,1.0,-21.808695999999998,-46.576769,1.0,400000.0
Apartamento,108.0,3.0,3.0,2.0,-21.808695999999998,-46.576769,1.0,533000.0
Apartamento,100.0,3.0,1.0,2.0,-21.808695999999998,-46.576769,0.3333333333333333,445000.0
Apartamento,65.0,2.0,2.0,2.0,-21.808695999999998,-46.576769,1.0,450000.0
Apartamento,180.0,3.0,3.0,3.0,-21.808695999999998,-46.576769,1.0,320000.0
Casa,320.0,3.0,2.0,4.0,-21.808695999999998,-46.576769,0.6666666666666666,1900000.0
Apartamento,60.0,2.0,1.0,2.0,-21.808695999999998,-46.576769,0.5,250000.0
Apartamento,54.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,170000.0
Apartamento,47.0,1.0,1.0,1.0,-21.808695999999998,-46.576769,1.0,290000.0
Casa,186.0,3.0,2.0,4.0,-21.788288,-46.551419,0.6666666666666666,450000.0
Apartamento,96.0,3.0,1.0,1.0,-21.808695999999998,-46.576769,0.3333333333333333,210000.0
Apartamento,50.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,300000.0
Apartamento,150.0,3.0,1.0,2.0,-21.808695999999998,-46.576769,0.3333333333333333,832000.0
Casa,165.0,3.0,1.0,5.0,-21.808695999999998,-46.576769,0.3333333333333333,460000.0
Casa,279.0,3.0,3.0,4.0,-22.118814999999998,-46.683995,1.0,1200000.0
Casa,133.0,3.0,4.0,8.0,-22.925189000000003,-47.110363,1.3333333333333333,650000.0
Apartamento,71.0,2.0,2.0,1.0,-22.118814999999998,-46.683995,1.0,369000.0
Casa,240.0,3.0,2.0,2.0,-21.808695999999998,-46.576769,0.6666666666666666,500000.0
Apartamento,69.0,2.0,1.0,1.0,-28.453917999999998,-48.945153000000005,0.5,200000.0
Apartamento,107.0,3.0,1.0,1.0,-23.519116,-46.406946999999995,0.3333333333333333,285000.0
Apartamento,75.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,550000.0
Apartamento,91.0,3.0,3.0,2.0,-21.795123,-46.561417999999996,1.0,483578.0
Apartamento,60.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,350000.0
Casa,450.0,3.0,3.0,2.0,-21.791,-46.588941,1.0,1500000.0
Apartamento,84.0,2.0,2.0,2.0,-21.808695999999998,-46.576769,1.0,420000.0
Casa,100.0,3.0,1.0,1.0,-21.808695999999998,-46.576769,0.3333333333333333,200000.0
Casa,335.0,4.0,4.0,4.0,-21.791,-46.588941,1.0,1450000.0
Casa,110.0,3.0,2.0,2.0,-22.995627,-43.257154,0.6666666666666666,585000.0
Apartamento,52.0,2.0,1.0,,-21.808695999999998,-46.576769,0.5,155000.0
Casa,372.0,4.0,6.0,6.0,-21.808695999999998,-46.576769,1.5,2650000.0
Apartamento,70.0,2.0,2.0,1.0,-22.118814999999998,-46.683995,1.0,350000.0
Casa,215.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,450000.0
Casa,144.0,2.0,2.0,4.0,-21.808695999999998,-46.576769,1.0,450000.0
Apartamento,79.0,3.0,1.0,1.0,-21.808695999999998,-46.576769,0.3333333333333333,330000.0
Apartamento,137.0,3.0,1.0,3.0,-22.118814999999998,-46.683995,0.3333333333333333,715000.0
Apartamento,56.0,2.0,2.0,1.0,-22.925189000000003,-47.110363,1.0,240000.0
Casa,268.0,5.0,2.0,12.0,-23.519116,-46.406946999999995,0.4,800000.0
Casa,300.0,3.0,3.0,3.0,-21.808695999999998,-46.576769,1.0,800000.0
Casa,210.0,3.0,1.0,2.0,-28.453917999999998,-48.945153000000005,0.3333333333333333,700000.0
Casa,159.0,3.0,2.0,2.0,-21.777785,-46.619565,0.6666666666666666,310000.0
Casa,200.0,2.0,2.0,4.0,-21.808695999999998,-46.576769,1.0,750000.0
Casa,180.0,3.0,2.0,2.0,-21.788288,-46.551419,0.6666666666666666,420000.0
Apartamento,150.0,3.0,3.0,2.0,-21.808695999999998,-46.576769,1.0,820000.0
Apartamento,90.0,3.0,2.0,2.0,-21.777785,-46.619565,0.6666666666666666,370000.0
Casa,215.0,2.0,1.0,,-21.808695999999998,-46.576769,0.5,290000.0
Apartamento,70.0,2.0,2.0,1.0,-22.118814999999998,-46.683995,1.0,380000.0
Casa,267.0,3.0,2.0,4.0,-22.885289,-43.328431,0.6666666666666666,790000.0
Apartamento,65.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,350000.0
Apartamento,68.0,2.0,1.0,2.0,-21.808695999999998,-46.576769,0.5,300000.0
Apartamento,58.0,2.0,1.0,2.0,-21.808695999999998,-46.576769,0.5,250000.0
Apartamento,86.0,2.0,1.0,2.0,-23.519116,-46.406946999999995,0.5,340000.0
Apartamento,75.0,2.0,2.0,1.0,-21.808695999999998,-46.576769,1.0,290000.0
Apartamento,52.0,2.0,1.0,1.0,-21.791,-46.588941,0.5,160000.0
Apartamento,130.0,3.0,2.0,2.0,-21.808695999999998,-46.576769,0.6666666666666666,850000.0
Casa,403.0,3.0,5.0,4.0,-21.808695999999998,-46.576769,1.6666666666666667,1600000.0
Casa,279.0,3.0,3.0,2.0,-21.808695999999998,-46.576769,1.0,450000.0
Casa,250.0,3.0,4.0,2.0,-22.118814999999998,-46.683995,1.3333333333333333,570000.0
Apartamento,80.0,2.0,2.0,1.0,-21.810685,-46.546234000000005,1.0,640000.0
Casa,207.0,2.0,2.0,2.0,-22.118814999999998,-46.683995,1.0,500000.0
Casa,202.0,3.0,3.0,2.0,-21.808695999999998,-46.576769,1.0,560000.0
Apartamento,50.0,2.0,1.0,,-21.808695999999998,-46.576769,0.5,180000.0
Casa,75.0,2.0,1.0,2.0,-22.131971,-46.312564,0.5,280000.0
Casa,92.0,3.0,1.0,1.0,-21.808695999999998,-46.576769,0.3333333333333333,270000.0
Casa,161.0,3.0,1.0,3.0,-21.808695999999998,-46.576769,0.3333333333333333,600000.0
Apartamento,78.0,3.0,1.0,1.0,-21.808695999999998,-46.576769,0.3333333333333333,300000.0
Casa,300.0,2.0,1.0,2.0,-30.067673,-51.235046999999994,0.5,350000.0
Casa,62.0,2.0,1.0,1.0,-22.118814999999998,-46.683995,0.5,300000.0
Casa,200.0,3.0,2.0,4.0,-21.808695999999998,-46.576769,0.6666666666666666,480000.0
Apartamento,75.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,320000.0
Apartamento,120.0,3.0,1.0,2.0,-23.014179000000002,-45.574445000000004,0.3333333333333333,420000.0
Apartamento,80.0,2.0,2.0,1.0,-21.808695999999998,-46.576769,1.0,310000.0
Apartamento,26.0,1.0,1.0,,-21.808695999999998,-46.576769,1.0,263000.0
Casa,172.0,3.0,2.0,3.0,-21.808695999999998,-46.576769,0.6666666666666666,430000.0
Apartamento,65.0,2.0,2.0,1.0,-21.808695999999998,-46.576769,1.0,310000.0
Casa,169.0,3.0,1.0,4.0,-21.787361999999998,-46.587752,0.3333333333333333,550000.0
Casa,74.0,2.0,1.0,1.0,-22.995627,-43.257154,0.5,328900.0
Casa,468.0,4.0,3.0,6.0,-31.751756,-52.377656,0.75,850000.0
Casa,60.0,2.0,1.0,1.0,-22.131971,-46.312564,0.5,200000.0
Apartamento,55.0,2.0,2.0,2.0,-22.995627,-43.257154,1.0,1300.0
Casa,285.0,4.0,3.0,2.0,-21.808695999999998,-46.576769,0.75,1500000.0
Apartamento,50.0,2.0,1.0,1.0,-22.118814999999998,-46.683995,0.5,180000.0
Apartamento,242.0,2.0,2.0,2.0,-21.808695999999998,-46.576769,1.0,1300000.0
Casa,77.0,3.0,2.0,3.0,-21.788288,-46.551419,0.6666666666666666,380000.0
Casa,320.0,3.0,1.0,6.0,-21.808695999999998,-46.576769,0.3333333333333333,1700000.0
Apartamento,137.0,3.0,3.0,2.0,-21.808695999999998,-46.576769,1.0,565000.0
Apartamento,240.0,4.0,3.0,2.0,-21.808695999999998,-46.576769,0.75,1300000.0
Apartamento,80.0,2.0,1.0,1.0,-22.118814999999998,-46.683995,0.5,290000.0
Apartamento,107.0,3.0,4.0,2.0,-22.118814999999998,-46.683995,1.3333333333333333,649895.0
Casa,265.0,5.0,3.0,4.0,-21.808695999999998,-46.576769,0.6,800000.0
Apartamento,69.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,260000.0
Casa,93.0,3.0,2.0,,-22.118814999999998,-46.683995,0.6666666666666666,440000.0
Apartamento,260.0,3.0,4.0,,-21.808695999999998,-46.576769,1.3333333333333333,1803400.0
Apartamento,75.0,3.0,2.0,2.0,-19.664278,-43.862644,0.6666666666666666,350000.0
Casa,240.0,3.0,3.0,2.0,-21.808695999999998,-46.576769,1.0,750000.0
Apartamento,67.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,225000.0
Apartamento,95.0,3.0,1.0,2.0,-21.808695999999998,-46.576769,0.3333333333333333,600000.0
Apartamento,57.0,2.0,2.0,,-21.788288,-46.551419,1.0,270000.0
Apartamento,116.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,340000.0
Casa,70.0,2.0,2.0,2.0,-22.118814999999998,-46.683995,1.0,299000.0
Apartamento,86.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,320000.0
Apartamento,49.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,245000.0
Casa,212.0,3.0,2.0,4.0,-21.791,-46.588941,0.6666666666666666,680000.0
Apartamento,70.0,2.0,2.0,1.0,-21.808695999999998,-46.576769,1.0,293843.0
Apartamento,130.0,3.0,3.0,2.0,-21.808695999999998,-46.576769,1.0,450000.0
Apartamento,136.0,3.0,3.0,2.0,-22.118814999999998,-46.683995,1.0,600000.0
Apartamento,89.0,2.0,2.0,1.0,-21.808695999999998,-46.576769,1.0,200000.0
Apartamento,55.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,260000.0
Apartamento,153.0,3.0,3.0,1.0,-21.808695999999998,-46.576769,1.0,500000.0
Apartamento,115.0,2.0,1.0,1.0,-21.808695999999998,-46.576769,0.5,250000.0
Apartamento,74.0,3.0,2.0,2.0,-21.808695999999998,-46.576769,0.6666666666666666,280000.0
Apartamento,55.0,2.0,2.0,1.0,-21.788288,-46.551419,1.0,200000.0
Apartamento,83.0,2.0,1.0,1.0,-21.787361999999998,-46.587752,0.5,320000.0
Apartamento,122.0,3.0,1.0,2.0,-23.519116,-46.406946999999995,0.3333333333333333,420000.0
Apartamento,80.0,3.0,2.0,1.0,-21.808695999999998,-46.576769,0.6666666666666666,490000.0
Casa,198.0,4.0,3.0,1.0,-22.118814999999998,-46.683995,0.75,450000.0
Casa,170.0,1.0,2.0,1.0,-21.808695999999998,-46.576769,2.0,200000.0
Casa,399.0,3.0,3.0,6.0,-22.885289,-43.328431,1.0,1300000.0
Casa,310.0,4.0,6.0,2.0,-21.787361999999998,-46.587752,1.5,1600000.0
Apartamento,65.0,2.0,2.0,2.0,-21.787361999999998,-46.587752,1.0,380000.0
Casa,280.0,3.0,1.0,,-21.808695999999998,-46.576769,0.3333333333333333,1200000.0
Apartamento,75.0,3.0,2.0,1.0,-21.808695999999998,-46.576769,0.6666666666666666,290000.0
Apartamento,80.0,2.0,1.0,2.0,-21.808695999999998,-46.576769,0.5,430000.0
Casa,55.0,2.0,1.0,2.0,-21.808695999999998,-46.576769,0.5,230000.0
Casa,384.0,4.0,3.0,6.0,-21.808695999999998,-46.576769,0.75,980000.0
